1.000000000000000000e+00 7.656968604056053664e+03 1.487692567657533073e+04 2.514387473804965703e+04
2.000000000000000000e+00 3.243804000548263957e+03 5.551754589829268298e+03 5.045824890107548526e+03
3.000000000000000000e+00 8.431881244805002780e+02 3.247054759538266921e+02 5.608338358217755513e+02
4.000000000000000000e+00 3.796042744212381876e+02 6.462383891126265212e+01 4.427260845352008545e+01
5.000000000000000000e+00 1.656905124368148847e+02 1.258412719277291281e+01 2.483125018239005399e+01
6.000000000000000000e+00 1.020513219025955749e+02 8.585315787634476337e+00 1.125733388744133023e+01
7.000000000000000000e+00 6.829456834389098674e+01 7.369035439920494035e+00 9.362168791095765386e+00
8.000000000000000000e+00 3.896411877973943660e+01 2.256933048975982015e+00 2.315935457835948341e+00
9.000000000000000000e+00 2.469402539219744597e+01 1.565948274594233469e+00 1.635922317303295292e+00
1.000000000000000000e+01 9.095222168890014558e+00 4.574730667418590579e-01 5.165832009824566917e-01
1.100000000000000000e+01 8.946515994504338209e+00 2.648418096043336778e-01 2.692335766950860187e-01
1.200000000000000000e+01 4.131121425827265270e+00 1.595702687125772068e-01 1.827055775672527249e-01
1.300000000000000000e+01 3.103562002429080202e+00 1.361591628190142456e-01 1.393321643131130994e-01
1.400000000000000000e+01 3.064555113006913079e+00 9.177420040902974085e-02 9.529703911720681375e-02
1.500000000000000000e+01 1.203523956716597620e+00 9.071387367294843351e-02 8.483254599580156152e-02
1.600000000000000000e+01 1.023218328812591560e+00 5.877793288982032655e-02 5.286148177071930965e-02
1.700000000000000000e+01 1.004527047363056536e+00 3.154585765037210693e-02 3.065194159946795990e-02
1.800000000000000000e+01 3.872896977895505799e-01 2.259822438068070580e-02 2.630670684656581659e-02
1.900000000000000000e+01 3.753470136414789327e-01 1.512022737267012563e-02 1.319178394880051418e-02
2.000000000000000000e+01 3.429904327046932044e-01 1.263255560814638412e-02 1.247669726755570863e-02
2.100000000000000000e+01 2.213099164396671037e-01 6.432976394494455304e-03 6.316290132184680314e-03
2.200000000000000000e+01 1.558429125363634538e-01 5.648097219215207111e-03 6.045489614505884790e-03
2.300000000000000000e+01 1.248687979333304998e-01 5.026968067483191492e-03 5.476111478615116809e-03
2.400000000000000000e+01 1.049336485982922257e-01 4.111232217037066525e-03 3.903029397182345307e-03
2.500000000000000000e+01 6.014244274237012106e-02 3.084693540670797093e-03 3.019621382262643091e-03
2.600000000000000000e+01 4.742960732479004071e-02 2.134051908304861970e-03 2.059153724968350307e-03
2.700000000000000000e+01 4.265440601586446834e-02 1.344854076807443797e-03 1.175478910146068520e-03
2.800000000000000000e+01 3.577343578890357367e-02 9.114524903593068574e-04 9.633985157656131280e-04
2.900000000000000000e+01 2.365850826113722119e-02 7.606152132935054379e-04 7.505516380949298853e-04
3.000000000000000000e+01 2.094973345722507194e-02 5.052858747377159208e-04 4.701125321591160503e-04
3.100000000000000000e+01 1.678200471595293550e-02 4.371058895472714791e-04 4.289638003238976276e-04
3.200000000000000000e+01 1.288152439061486174e-02 3.005164585180257063e-04 3.181744158948383774e-04
3.300000000000000000e+01 9.216209073107547306e-03 2.711094014579375948e-04 2.812607837624342671e-04
3.400000000000000000e+01 7.179299248412175476e-03 2.578663930762140890e-04 2.221788004570846345e-04
3.500000000000000000e+01 6.752900935043832341e-03 2.237892863281972986e-04 2.181357664812376895e-04
3.600000000000000000e+01 4.390622295260831684e-03 1.547186771882247717e-04 1.526472495403133301e-04
3.700000000000000000e+01 4.161515237571040277e-03 1.127266452907533449e-04 1.105035632176154043e-04
3.800000000000000000e+01 3.249832176523591992e-03 1.085637063280547984e-04 9.600906148001314634e-05
3.900000000000000000e+01 3.097459124198433545e-03 8.520874212462070945e-05 9.051933565719788306e-05
4.000000000000000000e+01 2.309594092935575351e-03 4.962529554544187942e-05 5.076197509059024600e-05
4.100000000000000000e+01 2.223332510490284766e-03 3.672681943258405697e-05 3.693915534528443325e-05
4.200000000000000000e+01 1.496088557308435964e-03 3.596067319784928049e-05 3.468108826136752967e-05
4.300000000000000000e+01 1.312613549293638153e-03 2.819978024582768333e-05 2.709339747707834010e-05
4.400000000000000000e+01 1.237930248990392256e-03 2.128909433756216149e-05 2.160090850879093998e-05
4.500000000000000000e+01 8.131671151843420471e-04 1.850982061142770899e-05 1.830444846817142219e-05
4.600000000000000000e+01 7.578276290660432681e-04 1.686590732089407127e-05 1.723331862833925792e-05
4.700000000000000000e+01 4.833187206184094502e-04 1.402620424568190695e-05 1.451571889412119086e-05
4.800000000000000000e+01 4.581902201801352757e-04 1.036534736079372022e-05 1.016493677345880997e-05
4.900000000000000000e+01 3.076624417355476593e-04 8.595516568735638878e-06 7.721156296111218541e-06
5.000000000000000000e+01 2.894890434295500827e-04 7.090166401055623689e-06 6.105785336055148844e-06
5.100000000000000000e+01 2.507736596706361832e-04 5.764160019580217287e-06 6.050391780915123340e-06
5.200000000000000000e+01 2.212283019776345114e-04 4.676235214563034930e-06 4.710951575034174044e-06
5.300000000000000000e+01 1.803314731864972739e-04 4.527887057968416415e-06 3.788515501449162968e-06
5.400000000000000000e+01 1.365347498264924049e-04 3.276341286177666776e-06 3.344089598594929737e-06
5.500000000000000000e+01 1.117246505279954747e-04 2.432973062018546366e-06 2.244406817511128175e-06
5.600000000000000000e+01 9.949285477932486542e-05 1.748374485017441409e-06 1.781241621577380099e-06
5.700000000000000000e+01 9.201473272308908873e-05 1.444433459680371617e-06 1.351901842542759695e-06
5.800000000000000000e+01 8.012242404549468455e-05 1.297874073136102702e-06 1.313812828926735119e-06
5.900000000000000000e+01 4.851486667242284361e-05 1.008301364211029809e-06 1.035419456058357316e-06
6.000000000000000000e+01 4.515215517435914504e-05 9.344637018847520090e-07 9.782070923706617322e-07
6.100000000000000000e+01 3.761657160046938359e-05 7.599852665842849658e-07 7.583954483227577949e-07
6.200000000000000000e+01 3.469168354928317218e-05 7.413118966161848718e-07 7.060780018818937876e-07
6.300000000000000000e+01 3.000145165613998129e-05 4.874285398894616335e-07 5.078853366472338620e-07
6.400000000000000000e+01 1.944538395408867103e-05 4.232325251973646717e-07 4.470618711656971064e-07
6.500000000000000000e+01 1.731961801973616775e-05 3.582764029576681298e-07 3.627842099700577513e-07
6.600000000000000000e+01 1.547375158387881807e-05 3.533907705163712467e-07 2.929904121425471655e-07
6.700000000000000000e+01 1.281029907120207633e-05 2.759557540097399199e-07 2.701686287564012583e-07
6.800000000000000000e+01 1.213800426126368451e-05 2.092038359084923696e-07 2.137494391891386403e-07
6.900000000000000000e+01 1.005179890113351630e-05 1.955645298282503125e-07 2.027982400977807267e-07
7.000000000000000000e+01 7.802266707737588101e-06 1.348346687561353695e-07 1.421699101529884965e-07
7.100000000000000000e+01 7.286204283800414141e-06 1.281320729854732515e-07 1.066631451989781675e-07
7.200000000000000000e+01 5.990887861580064689e-06 1.036063224987435854e-07 9.851040318162606484e-08
7.300000000000000000e+01 5.357682051319601384e-06 8.862200226927398916e-08 8.515722926810641179e-08
7.400000000000000000e+01 4.086169961428737299e-06 8.296001411898856218e-08 8.136070221566602404e-08
7.500000000000000000e+01 3.851387275928726509e-06 6.211001799759394079e-08 6.927794302537476293e-08
7.600000000000000000e+01 3.223915122900058235e-06 5.570607449938732544e-08 5.595470936076738317e-08
7.700000000000000000e+01 2.758106914836040784e-06 4.149139126448538893e-08 3.927116209236906210e-08
7.800000000000000000e+01 2.598588313330702255e-06 3.551736399518342976e-08 3.219132456705622295e-08
7.900000000000000000e+01 1.622762023515919655e-06 2.995811282504494996e-08 2.719733309222625975e-08
8.000000000000000000e+01 1.578373599129238008e-06 2.422682375376424259e-08 2.312160386326354711e-08
8.100000000000000000e+01 1.227867167207126597e-06 2.083439543230399708e-08 1.797774222386141886e-08
8.200000000000000000e+01 1.177056249122898054e-06 1.711243556959195513e-08 1.747381034978332477e-08
8.300000000000000000e+01 9.688863607898648078e-07 1.581959421399191729e-08 1.591853065407653655e-08
8.400000000000000000e+01 7.933527925256349347e-07 1.391775001184003896e-08 1.272880451198811346e-08
8.500000000000000000e+01 6.827397523059099042e-07 1.347499327325049214e-08 1.258516266856193585e-08
8.600000000000000000e+01 5.705512436891444635e-07 9.673822926974736237e-09 1.013195206090516185e-08
8.700000000000000000e+01 4.614084706448390978e-07 8.718482111976232460e-09 7.430871511922221239e-09
8.800000000000000000e+01 3.771406864573151011e-07 7.069267561114072718e-09 7.359972113169899479e-09
8.900000000000000000e+01 3.602205353309371099e-07 6.804573496267015874e-09 6.974972966602831833e-09
9.000000000000000000e+01 3.286244480420589733e-07 5.207464417446646859e-09 4.963169670251676643e-09
9.100000000000000000e+01 2.983110454937548888e-07 3.865688392847946226e-09 3.408563657468993002e-09
9.200000000000000000e+01 2.191742873109180909e-07 3.602731658187870181e-09 3.280407073328774781e-09
9.300000000000000000e+01 1.850231548499725268e-07 3.079143382119491026e-09 2.726082676206881106e-09
9.400000000000000000e+01 1.576730858608819648e-07 2.207382589706901827e-09 2.041430761388984857e-09
9.500000000000000000e+01 1.489698172596531997e-07 2.127003391473183237e-09 1.950603469212496569e-09
9.600000000000000000e+01 1.167295686444729274e-07 1.843357964019443004e-09 1.554928047033597483e-09
9.700000000000000000e+01 1.041279941932896057e-07 1.671773416143153391e-09 1.436289352566086737e-09
9.800000000000000000e+01 9.401054092068602831e-08 1.375263077095743986e-09 1.242951863328171480e-09
9.900000000000000000e+01 8.635908596602911519e-08 1.061849523757727192e-09 8.736113176636613771e-10
1.000000000000000000e+02 6.754540134514715805e-08 8.325300149357191568e-10 7.799576053913320596e-10
1.010000000000000000e+02 6.079014027649253990e-08 6.977724812625794790e-10 7.012644816071325386e-10
1.020000000000000000e+02 4.567211525171499832e-08 6.313710925026400702e-10 6.196813172633242920e-10
1.030000000000000000e+02 3.693812007155688164e-08 5.913411629722982151e-10 5.864386974726336930e-10
1.040000000000000000e+02 3.246867203597475231e-08 5.116810981772612749e-10 5.088366755241557622e-10
1.050000000000000000e+02 2.970151988271669409e-08 4.235071226099641720e-10 3.876994248524916089e-10
1.060000000000000000e+02 2.601274223740819759e-08 3.470656669553833088e-10 3.344454016881307701e-10
1.070000000000000000e+02 2.335333193666328080e-08 2.886267619437759080e-10 2.725145813950905144e-10
1.080000000000000000e+02 2.050909071221863821e-08 2.817176977991466790e-10 2.686997083914893582e-10
1.090000000000000000e+02 1.603265458767201889e-08 2.430840330357228262e-10 2.068012278229687026e-10
1.100000000000000000e+02 1.405949652861687062e-08 2.327696055796844632e-10 1.989215121300968634e-10
1.110000000000000000e+02 1.298495705368641197e-08 1.722715930289707589e-10 1.738836600216441285e-10
1.120000000000000000e+02 9.259453451377325383e-09 1.680931751672593211e-10 1.306641710242808545e-10
1.130000000000000000e+02 8.996181424735671425e-09 1.392761961356845659e-10 1.117176193324606565e-10
1.140000000000000000e+02 8.976217515275908618e-09 1.073822773517886032e-10 1.089134029270015001e-10
1.150000000000000000e+02 7.668190694347746644e-09 8.565186576623502441e-11 8.005425622158688605e-11
1.160000000000000000e+02 5.965347976724954946e-09 8.435024053914347072e-11 7.349562479240162164e-11
1.170000000000000000e+02 4.546476823743247146e-09 5.385047344558083971e-11 4.735481058309814240e-11
1.180000000000000000e+02 3.617156034654794954e-09 4.034485207163413431e-11 4.045766760061593880e-11
1.190000000000000000e+02 3.060161808663846374e-09 4.024950037968101823e-11 3.683346554055807826e-11
1.200000000000000000e+02 2.866094634938638133e-09 3.934226336437400105e-11 3.608506305984333284e-11
1.210000000000000000e+02 2.693996097906589918e-09 3.741275707568095639e-11 3.398023035672377709e-11
1.220000000000000000e+02 2.210704382061061838e-09 3.726732912615833679e-11 3.258297325566035282e-11
1.230000000000000000e+02 1.800785199204742834e-09 2.621226053098178682e-11 2.564021011549669555e-11
1.240000000000000000e+02 1.545798114014912424e-09 2.064019791748686032e-11 2.276233499611242042e-11
1.250000000000000000e+02 1.491321484525436012e-09 2.038573587661010865e-11 1.890220506495960546e-11
1.260000000000000000e+02 1.184104446524045047e-09 1.994348574495855252e-11 1.644493331062702013e-11
1.270000000000000000e+02 9.865968810096316780e-10 1.767443437901140627e-11 1.558771204019779059e-11
1.280000000000000000e+02 9.359201903117989375e-10 1.479806795864438415e-11 1.461951767317036429e-11
1.290000000000000000e+02 7.593847957466234326e-10 1.079404492934504439e-11 1.097361365088595791e-11
1.300000000000000000e+02 6.459628429055964401e-10 9.294131768009994966e-12 1.093507465203674327e-11
1.310000000000000000e+02 5.218388599031888674e-10 8.724889869010017965e-12 1.017644719129635705e-11
1.320000000000000000e+02 4.647601679590882152e-10 5.867454982493100447e-12 8.083952977967199651e-12
1.330000000000000000e+02 3.945566464618687753e-10 5.786762652583480324e-12 7.823995236547242890e-12
1.340000000000000000e+02 3.375465796475381893e-10 4.696054698596820826e-12 6.336682511003055781e-12
1.350000000000000000e+02 2.818546224989315192e-10 4.603161374049844058e-12 5.491926832792945483e-12
1.360000000000000000e+02 2.797442881054790233e-10 3.462986060428630814e-12 4.950101792695930073e-12
1.370000000000000000e+02 2.289031116790009238e-10 3.026309012551168160e-12 3.859474089450221929e-12
1.380000000000000000e+02 1.770753455098669098e-10 2.873286910683733925e-12 3.189346926122529104e-12
1.390000000000000000e+02 1.528636381109175748e-10 2.556626955154119219e-12 2.397493724561977417e-12
1.400000000000000000e+02 1.497569627481965472e-10 2.317479831816905123e-12 2.250332921192541194e-12
1.410000000000000000e+02 1.160843048267500048e-10 1.968747323561942201e-12 1.966904037320336147e-12
1.420000000000000000e+02 1.059610818946407059e-10 1.384844564606268404e-12 1.820501450454176881e-12
1.430000000000000000e+02 8.316938550133638088e-11 1.117896870442604720e-12 1.676242751372207926e-12
1.440000000000000000e+02 5.969370739382771137e-11 9.146448811532406881e-13 1.429972798193686762e-12
1.450000000000000000e+02 4.797255641832658638e-11 8.013141975189293551e-13 1.214156174571534540e-12
1.460000000000000000e+02 4.555936023248616265e-11 7.706814390782208508e-13 1.088262964666521070e-12
1.470000000000000000e+02 4.008609795236424884e-11 6.942954385962155247e-13 9.685647819195730176e-13
1.480000000000000000e+02 3.118718290366797416e-11 6.597471812702518688e-13 9.271119626651436978e-13
1.490000000000000000e+02 2.772573221218827944e-11 6.129389255326444336e-13 8.514983740129873608e-13
1.500000000000000000e+02 1.959408659592563851e-11 6.099992855925147609e-13 8.296177238127411161e-13
1.510000000000000000e+02 1.859757432026715724e-11 5.488536246518496577e-13 6.745545129499383594e-13
1.520000000000000000e+02 1.673509476827450288e-11 5.261386424551415891e-13 6.712247606100190878e-13
1.530000000000000000e+02 1.659186884198098379e-11 4.630690010819697029e-13 6.300599221491082867e-13
1.540000000000000000e+02 1.046125630610335062e-11 4.474178052916879068e-13 5.200449675930453520e-13
1.550000000000000000e+02 8.648437141030051643e-12 4.210418726075124687e-13 5.014923371013720027e-13
1.560000000000000000e+02 8.523556270740377247e-12 3.961849411585300902e-13 4.630395183418722350e-13
1.570000000000000000e+02 8.369548491309225641e-12 3.382582743998231409e-13 4.057566189324679416e-13
1.580000000000000000e+02 7.157306146440781696e-12 3.290471114956652051e-13 4.006429318310375552e-13
1.590000000000000000e+02 6.331185115603768472e-12 3.224096124467602596e-13 3.539960818006048844e-13
1.600000000000000000e+02 4.876731022460341603e-12 2.852108002615665971e-13 3.519624407546294025e-13
1.610000000000000000e+02 4.603845224875043713e-12 2.623195399049231960e-13 3.234623894479913917e-13
